comments_id,comment-date,comment-author,comment,comment-likes,video-id,video-title,video-date,video-link,video-likes,video-views,video-channel,video-comment-count,final_type
1290.UgzClHLeHyYTDWWJ2Xp4AaABAg,2020-09-24T03:42:56Z,Nathália Dolores,Mais alguém achou o áudio ruim. ;     O som fica muito abafado.,1,E8n6fAU4nI0,GALAXY A71: AVANÇOS DISCRETOS para se MANTER RELEVANTE | Análise / Review,2020-02-28T14:46:55Z,https://www.youtube.com/watch?v=E8n6fAU4nI0,6358,186926,TudoCelular,456,1.0
1291.Ugz2cdifMeKqer0CH6J4AaABAg,2021-04-18T15:55:18Z,Wilian Wilian,Uma merda de celular vem tanto aplicativo inútil e come a memória do celular não consigo tira foto por falta de memória,0,ZuWduklzOPE,LG K22 [Análise / Review] - TecNoob,2020-09-22T21:06:01Z,https://www.youtube.com/watch?v=ZuWduklzOPE,4572,185362,TecNoob,865,-1.0
1292.UgyaUPvW_FEgvoDqBLF4AaABAg,2021-04-05T18:14:13Z,Douglas Santos,vacila não dudo. dolar a 7 reais.,0,ragml8eCBGk,"SAMSUNG GALAXY S21 ULTRA! O que GOSTEI e NÃO Gostei! Review, [análise]",2021-02-09T22:14:42Z,https://www.youtube.com/watch?v=ragml8eCBGk,9260,106617,Dudu Rocha,640,0.0
1298.Ugx8hnTggvcOBrbDKER4AaABAg,2021-02-14T06:48:58Z,Romulo Holub,"Atualmente o note s20 ultra está no mesmo preço do s21, qual vale mais?",0,Zgopyc5Y6wY,GALAXY S21 ULTRA é EXTRAORDINÁRIO em cada detalhe? UNBOXING e COMENTÁRIOS,2021-01-28T21:11:03Z,https://www.youtube.com/watch?v=Zgopyc5Y6wY,7940,143209,Matheus Kise,618,0.0
1302.UgzGKxalle19kIYxx1R4AaABAg,2020-07-19T21:00:22Z,v Z,"Alguém que tem o note 10 e joga algum jogo pode me dizer quanto tempo a bateria dura,por favor!",8,s7O59W3Zr_k,GALAXY NOTE 10: TOP de linha COM S PEN que CABE NO BOLSO (literalmente) | ANÁLISE / REVIEW,2019-09-14T02:01:53Z,https://www.youtube.com/watch?v=s7O59W3Zr_k,10929,352203,TudoCelular,624,1.0
1303.Ugzu-RoWwXhQPZ0LxeN4AaABAg,2020-11-27T02:02:31Z,Deymison Tenório,Mano que mão gigante é essa? Kkkkk o celular parece um poket,6,89XzlH68XwU,XIAOMI REDMI NOTE 9 vale a pena? CONTINUA o MELHOR CUSTO BENEFÍCIO? // Análise Review Completo!,2020-07-21T22:02:52Z,https://www.youtube.com/watch?v=89XzlH68XwU,19046,505438,EscolhaSegura,1263,1.0
1309.Ugy_0FyoLCJQaDtILnZ4AaABAg,2021-07-03T02:26:54Z,Francisco Dias,Desisti qdo disse que as telas são LCD...,0,AOtvIGrMvXw,"MOTO G9 PLUS vs ONE FUSION PLUS: mesmo processador, EXPERIÊNCIAS BEM DIFERENTES | Comparativo",2020-10-29T22:18:00Z,https://www.youtube.com/watch?v=AOtvIGrMvXw,4577,90525,TudoCelular,350,-1.0
1312.Ugwc56rASw5UCViQ0ZV4AaABAg,2021-02-21T17:04:42Z,Eliz,Ele apresenta maravilhosamente bem👏👏👏,0,OM3y5Aj87FU,"Samsung Galaxy A71: um intermediário completo, interessante e caro [Análise/Review]",2020-03-13T00:00:06Z,https://www.youtube.com/watch?v=OM3y5Aj87FU,31874,511193,Canaltech,1064,1.0
1314.UgyZ2n-U0_MyCMDhtrF4AaABAg,2021-06-23T12:53:26Z,David Reis,Tão esquecendo  do som,0,Puk5EruRgHM,"Samsung Galaxy M51, 7000 mAh de bateria [Análise/Review]",2021-02-03T00:00:10Z,https://www.youtube.com/watch?v=Puk5EruRgHM,20174,291202,Canaltech,1372,0.0
1315.UgzSL5eD6TFCQOZPeQp4AaABAg,2020-11-13T12:12:53Z,John Lenon,Faz comparação do poco x3 VS note 8 pro... Vlw,0,3YZQbBBdtcE,"NOVOS XIAOMI: Mi 10T, Mi 10T PRO e Mi 10T Lite. Mas chegaram recebendo CRÍTICAS!",2020-10-02T18:35:01Z,https://www.youtube.com/watch?v=3YZQbBBdtcE,10072,134717,Gesiel Taveira,493,0.0
1317.UgxGw_ZYwGpiWXY_Ngt4AaABAg,2021-06-15T18:05:41Z,Eri,E agora? Será que eu compro o a10 ou a10s???,0,Mci38I3CajU,Galaxy A10s é Bom? Vale a Pena? Análise Completa! (2021),2020-04-01T13:00:12Z,https://www.youtube.com/watch?v=Mci38I3CajU,3533,99724,Canal É Bom?,720,1.0
1323.Ugx2cIAtngw2Rlus0uh4AaABAg,2020-09-08T10:01:34Z,Zafaty Gonçalves,“ Fãs excessivo”😂😂 esse cara é humorado,2,vRuOOM8S3co,"Mi 10 Lite 5G: ""lite"" é apenas força de expressão [UNBOXING/HANDS-ON]",2020-08-30T19:45:01Z,https://www.youtube.com/watch?v=vRuOOM8S3co,6312,70027,Canaltech,218,1.0
1324.UgwqUH4QVanm2J8lkB14AaABAg,2020-12-26T04:23:06Z,"太宰 治,_,?","O meu quando tá carregando acende uma luz em cima da tela,o de vcs TB é assim?",0,KyZrwn2zvuQ,XIAOMI REDMI NOTE 9S - Minha Opinião SINCERA! | Hands-on,2020-05-16T13:30:02Z,https://www.youtube.com/watch?v=KyZrwn2zvuQ,23604,512882,EscolhaSegura,1391,0.0
1325.UgwU27i5cuRAcmSnAcd4AaABAg,2020-12-11T11:57:36Z,SgUrami GAMER,não dura o dia inteiro sem uma recarga,0,0_dCkDdlSkE,"NOVO GALAXY S20 FE: os fãs pediram, a Samsung atendeu",2020-12-09T22:00:33Z,https://www.youtube.com/watch?v=0_dCkDdlSkE,6260,96359,Canaltech,334,-1.0
1328.Ugz3Z-bIBfUroilAIRV4AaABAg,2021-06-07T18:55:28Z,Alice Reis,Alguém que comprou pelo site da Casas Bahia? Demorou quantos dias pra chegar ?,0,Puk5EruRgHM,"Samsung Galaxy M51, 7000 mAh de bateria [Análise/Review]",2021-02-03T00:00:10Z,https://www.youtube.com/watch?v=Puk5EruRgHM,20174,291202,Canaltech,1372,0.0
1330.UgzSUZIqbGwrzgMV0PB4AaABAg,2021-02-10T05:27:46Z,Devil Jean,"Só por conta desse Exynos aí, já não vale a compra do aparelho pelo valor que a Samsung está pedindo.",1,Cyk-tDl3NNM,Samsung Galaxy S21 Ultra - Review Tecnoblog,2021-02-09T14:00:16Z,https://www.youtube.com/watch?v=Cyk-tDl3NNM,3321,58869,Tecnoblog,205,1.0
1331.Ugwf7cLvmEQugArY2rh4AaABAg,2020-09-24T13:02:22Z,Caio Guilherme,Jogando pubg a bateria de vcs tá durando quanto tempo nesse celular? Pq aqui tô dando duas carga durante o dia,0,3RUa12gYXek,A MELHOR ESCOLHA ! XIAOMI REDMI NOTE 9s ANÁLISE [ Review ] COMPLETA !,2020-06-10T22:00:00Z,https://www.youtube.com/watch?v=3RUa12gYXek,17706,227947,K Tech,1234,0.0
1332.UgyOOS_YeDa0e8bYxNl4AaABAg,2021-03-14T15:45:16Z,Alisson Barbosa,Tenho 1 redmi note 8 128,0,YgyKgNC3aLA,"POCO X3 NFC : Sem dúvida, um dos MELHORES que a XIAOMI já LANÇOU!",2021-02-11T21:37:34Z,https://www.youtube.com/watch?v=YgyKgNC3aLA,5712,73610,Be!Tech,707,1.0
1334.UgwYZlYJC3B393GzPTB4AaABAg,2020-12-12T12:47:44Z,Marcos Kaliel,Compara com o note 10+,0,bWuRFN100uw,❤️ esse CELULAR SAMSUNG tem tudo pra DAR BOM! // GALAXY S20 FE unboxing,2020-11-16T21:13:05Z,https://www.youtube.com/watch?v=bWuRFN100uw,8468,99255,EscolhaSegura,861,0.0
1336.UgwJjEEk5OPAyN6HHX94AaABAg,2020-11-13T01:17:02Z,Sydney Moraes,Quais os nomes desses jogos que você testa no celular? corrida e tiro!,2,Q57RwtkGyYc,Philco HIT MAX - PCS02 | E não é que me SURPREENDEU? Unboxing e Impressões,2020-09-06T23:00:03Z,https://www.youtube.com/watch?v=Q57RwtkGyYc,3857,50476,brasiliGEEKS,459,1.0
1337.Ugzw9gv-1lL_Uqrln1F4AaABAg,2020-08-23T00:40:42Z,Val Play,"O Lord Vinheteiro além de manjar dos piano, ele também manja de tecnologia",0,EpKqOYU3_xw,"Philco Hit PCS01, o primeiro smartphone da empresa que é cheio de acertos [ANÁLISE/REVIEW]",2020-06-26T16:00:12Z,https://www.youtube.com/watch?v=EpKqOYU3_xw,14294,139114,Canaltech,635,1.0
1341.UgwTJvueYChScFRn0SZ4AaABAg,2020-12-05T13:41:38Z,Lucas Marques,como esta sua bateria ?,0,iVK9U-aiXTE,"GALAXY NOTE 10+ | 1 Ano depois, VALE A PENA?",2020-10-17T22:41:36Z,https://www.youtube.com/watch?v=iVK9U-aiXTE,5210,93538,brasiliGEEKS,682,1.0
1342.UgxNXK0m6JEnT_AZSGp4AaABAg,2021-05-27T20:13:21Z,Arielly Vitória,Alguém que já comprou o Samsung m51 no mercado livre e deu certo ?,0,wD0qY5ADNZY,Samsung Galaxy M51 - 7.000mah e Snapdragon 730G! Unboxing e Review Inicial Português Brasil,2020-10-05T21:00:15Z,https://www.youtube.com/watch?v=wD0qY5ADNZY,4925,72178,Authenti Tech,439,0.0
1343.Ugywvr-QITH-B33mbJV4AaABAg,2021-04-09T12:34:51Z,Scotisco,Dificil de encontrar para comprar....,0,iVK9U-aiXTE,"GALAXY NOTE 10+ | 1 Ano depois, VALE A PENA?",2020-10-17T22:41:36Z,https://www.youtube.com/watch?v=iVK9U-aiXTE,5210,93538,brasiliGEEKS,682,1.0
1346.Ugxk8zedyvxk08iOcpN4AaABAg,2020-07-21T23:32:28Z,Jupiter Taeyeon,O One Fusion é 64 bits?,0,GpGs-y_ylCw,Motorola One Fusion e Fusion+: novos celulares com bateria de até 2 dias no Brasil! - TecMundo,2020-07-16T12:57:17Z,https://www.youtube.com/watch?v=GpGs-y_ylCw,6274,91906,TecMundo,435,1.0
1347.UgzPecED-7YivTXOhml4AaABAg,2021-05-10T15:57:00Z,BonnyOfc,Galaxy a10 é tão ruim que o j1 mini é melhor,0,BLIhZ77JggI,"Samsung Galaxy A10, o mais Galaxy J de 2019",2019-07-26T22:45:00Z,https://www.youtube.com/watch?v=BLIhZ77JggI,32199,606401,Canaltech,2097,1.0
1349.UgzCFaZV8Nts4QoZBUB4AaABAg,2020-11-25T02:26:42Z,Tabita Gabriela,note 10 lite ou s10e?,0,0bpOnYeaLE0,CHEGOU! Galaxy NOTE 10 LITE! Seria ele uma boa opção mesmo? Comprei por menos de R$2.000! 😍Unboxing!,2020-09-17T17:17:44Z,https://www.youtube.com/watch?v=0bpOnYeaLE0,12159,148718,Jersu,1418,1.0
1351.UgwBJteG98CNm0olxZx4AaABAg,2020-07-30T15:52:14Z,Antonio Fábio100,Qual é  melhor mi 10 lite ou mi note 10 lite  kkkkkkkk   dúvida    é sobre áudio    tanbem,0,6IcND0WJFEg,Finalmente! XIAOMI MI 10 LITE 5G a EVOLUÇÃO PERFEITA 😍,2020-06-15T22:00:01Z,https://www.youtube.com/watch?v=6IcND0WJFEg,13617,236138,K Tech,778,1.0
1352.UgzmJ6iNh1npeDPEifB4AaABAg,2021-03-10T01:32:56Z,jrlimass,Não acho para vender em nenhum lugar... (NOVO),0,9Ce1r-NZ4F0,Meu smartphone GALAXY M51❗️MAIOR BATERIA JÁ FEITA da Samsung❗️7000mAh! TÁ DOIDO!🔋,2020-11-07T15:22:22Z,https://www.youtube.com/watch?v=9Ce1r-NZ4F0,13521,129644,Dudu Rocha,1653,1.0
1354.UgzII_koKaHy3bOabX14AaABAg,2021-05-17T22:09:58Z,Eduardo Rabelo,"O meu s20 FE chegou hoje, notei que ele superaquece usando apps leves.",0,z68-Fbg6geo,Samsung GALAXY S20 FE 5G [ SNAPDRAGON EDITION ] está um SHOW !,2020-09-30T22:00:15Z,https://www.youtube.com/watch?v=z68-Fbg6geo,11826,184840,K Tech,1073,1.0
1356.UgzDhMUPmLIYktJuYd54AaABAg,2021-01-23T14:01:30Z,Michely Lopes,Eu nunca mais compro um Celular 3g ram y 32g armazenamento interno porque estou vivendo justamente isso Celular trava no whatsapp🙄. Sem lógica gente😠 a vontade é de querer quebrar o celular o tempo todo.🤭,0,H_k3MRxVk7A,"Galaxy A10s, A20s, A30s, A51 e A71 [Comparativo]",2020-06-19T16:00:07Z,https://www.youtube.com/watch?v=H_k3MRxVk7A,28268,462534,Canaltech,1886,1.0
1358.UgwgI3NsNN96i64q78R4AaABAg,2021-05-25T22:25:37Z,MC Ferrari,"Acabei de comprar 1 pra dar pra minha esposa de a aniversário,  graças a esse vídeo  obrigado .",3,Tkca_FXdzqY,"MOTO E7 PLUS! O mais ""BASICÃO"" da MOTOROLA EVOLUIU e FICOU BEM INTERSSANTE! UNBOXING!",2020-10-03T19:26:53Z,https://www.youtube.com/watch?v=Tkca_FXdzqY,11223,250855,Be!Tech,1632,1.0
1360.UgyDpC2w6O53SqKwUpN4AaABAg,2020-10-16T04:23:14Z,Francisco Alexandre,Qual ea cor mais bonita min dizem aí fvr!!???,0,0q_EGLVpX88,SAMSUNG GALAXY A71 CHEGOU ! SERÁ O MELHOR CUSTO BENEFÍCIO BRASIL?,2020-04-13T22:00:00Z,https://www.youtube.com/watch?v=0q_EGLVpX88,27499,382680,K Tech,1587,1.0
1362.UgypmRZY2m-Xdp9aTo14AaABAg,2021-06-04T14:19:09Z,Danilo Costa,APAIXONEI NESSE TRABUCO,0,L0BEtx34X30,"CHEGOU! Galaxy M51, um SAMSUNG com BATERIA pra ninguém botar DEFEITO! Unboxing e Impressões",2020-12-15T12:00:05Z,https://www.youtube.com/watch?v=L0BEtx34X30,41688,455088,Gesiel Taveira,2838,1.0
1365.UgyA3cr8wzN3XeoZQlV4AaABAg,2021-01-20T20:43:34Z,Isaias Silva,"Ele fala igual paulista, do nada ele incorpora um nordestino kkkkkkkkkk mas é um ótimo canal, sempre acompanho ❤️",0,MR7kfsi2qkM,"Motorola One Fusion+, o BRANQUINHO MAIS LINDO de 2020? Unboxing e Impressões",2020-08-06T16:35:01Z,https://www.youtube.com/watch?v=MR7kfsi2qkM,34564,474458,Gesiel Taveira,1748,1.0
1366.Ugz5s1_QirL4a7itfsd4AaABAg,2020-10-03T11:21:47Z,Gabriela Souza,Mais pra quem não é muito fã de branco tem o azul índigo muito lindo eu mesma achei 🤷,3,PYjG8-nKyJI,MOTOROLA ONE FUSION PLUS! O que ela NÃO poderia ter feito de JEITO NENHUM! Motorola one fusion+,2020-08-24T22:42:10Z,https://www.youtube.com/watch?v=PYjG8-nKyJI,6266,80960,Dudu Rocha,615,1.0
1368.UgwlK5WbvCmnXUoIFWN4AaABAg,2020-11-09T19:34:08Z,Flavio Luis,Qual é a latência dessa ratazana?,1,njP8-N1NE6I,ESTAVA ENGANADO ... POCO X3 NFC ou XIAOMI MI 10T LITE 5G ?? COMPARATIVO EM PORTUGUÊS,2020-11-09T19:29:27Z,https://www.youtube.com/watch?v=njP8-N1NE6I,1342,52012,Toni Vicente,132,0.0
1377.UgyeLcdT__nsnVjJaV54AaABAg,2020-11-06T13:32:37Z,João Cleber,"Samsung: celular com 7.000mAh de bateria ainda vem com carregador 💪! ;;;Apple: iphone 12, 2.775 não vem com carregador, ainda você paga mais!🙃👍🏻",0,_E20px4ibD4,"Galaxy M51, a SAMSUNG realmente lançou um MONSTRO! Maior BATERIA em um SMARTPHONE",2020-09-02T14:30:05Z,https://www.youtube.com/watch?v=_E20px4ibD4,21676,199616,Gesiel Taveira,1482,1.0
1379.UgwXm6g2yFEMkunC5g94AaABAg,2021-06-03T01:28:43Z,Nadson Almeida,Acabei de pegar um desses amanhã vou fazer os testes,1,jpWsHf_buf4,"O Mais caro da XIAOMI NO BRASIL, Xiaomi Mi 10T! O que ele tem de especial? É UMA SUPER MÁQUINA!",2020-11-20T15:21:34Z,https://www.youtube.com/watch?v=jpWsHf_buf4,6905,113195,Jersu,534,1.0
1382.UgyGPnVVBZTSuk1U_op4AaABAg,2020-11-05T22:20:57Z,Marlonwn,"Vim do futuro para dizer que S10 lite, A71 e Note 10 lite estão com o preço igual, na casa dos dois mil reais.",2,tR6BBimHbe8,"GALAXY NOTE 10 LITE, pague MAIS e leve MENOS [Análise/Review]",2020-03-11T00:00:09Z,https://www.youtube.com/watch?v=tR6BBimHbe8,13823,233421,Canaltech,892,0.0
1383.UgwSDV_xMQypM59zvGd4AaABAg,2021-01-08T14:11:33Z,Rodrigo Trindade,Preço qualidade entre este e o poco x3 ias para qual ?? abraço,0,WExKQvcFWNc,Mi 10 MAIS BARATO💲 Xiaomi Mi 10 Lite 5G🔥,2020-06-18T16:08:44Z,https://www.youtube.com/watch?v=WExKQvcFWNc,2161,55065,Tiago Ramos,218,1.0
1384.UgxIvFvXSRbKebBxIM54AaABAg,2021-05-17T21:56:48Z,leandro de oliveira,Oi gesiel boa noite sou falar vc tem algum vídeo falando do xiaomi redimi 9i ? Acabei de comorar esse redimi 9i mais to meio inseguro ja q quasse nao vi 1 ou 2 pessoas falando dele. Se tiver como responder muito obg,0,85eTN4iyoxY,"REDMI 9, o verdadeiro XIAOMI bom e barato? Vale a pena COMPRAR esse SMARTPHONE pra VOCÊ? Olha isso!",2020-08-30T16:30:00Z,https://www.youtube.com/watch?v=85eTN4iyoxY,25810,365530,Gesiel Taveira,2416,1.0
1385.UgyJXKC2lNo2upyanFp4AaABAg,2021-03-18T03:13:32Z,Beatriz Lima,Gente ganhei um agora desse lg k22+ onde tem galeira ?  Alguém responde por favor,0,sGUB3oX00Mk,LG K22 / K22+ | Mais um LANÇAMENTO que ESTÁ AQUI! Unboxing e Impressões,2020-09-25T00:05:05Z,https://www.youtube.com/watch?v=sGUB3oX00Mk,10393,249931,brasiliGEEKS,1512,1.0
1386.Ugwnq_LXdUyFfYrGXup4AaABAg,2019-08-23T01:31:46Z,jose macedo,"melhor canal para falar sobre, ótimas dicas e especificações parabéns galera",0,INTqBVNe0Ic,GALAXY NOTE 10: ainda mais poderoso [Hands-On],2019-08-07T20:00:02Z,https://www.youtube.com/watch?v=INTqBVNe0Ic,20928,407216,Canaltech,498,1.0
1389.UgzRgR4mWHUZU3pkHg14AaABAg,2021-03-14T15:16:58Z,Markus Meleiro,"Eu tenho um iPhone 11, com 4 meses de uso e comprei ele, fantástico, amei 😀😀😀😀 adeus a Apple, muito rápido e eficiente !!!!!",1,OJLBC9XuXZs,O MAIS BARATO DE 120hz! Adorei o XIAOMI POCO X3 NFC! 😃 // Unboxing e Impressões,2020-10-22T21:15:35Z,https://www.youtube.com/watch?v=OJLBC9XuXZs,11979,171994,EscolhaSegura,972,1.0
1391.UgzVn0Vdqm51HyTmyhB4AaABAg,2021-03-08T05:40:37Z,João Molinos,As analises desse canal são muito tendenciosas.,0,nt6JoeMjwIA,MOTOROLA EDGE: PRIMEIRO CELULAR INTERMEDIÁRIO 5G do Brasil vale a pena? | Análise / Review,2020-09-02T15:51:32Z,https://www.youtube.com/watch?v=nt6JoeMjwIA,2869,56203,TudoCelular,391,1.0
1394.Ugyjuzan5-snqiA6orJ4AaABAg,2020-12-29T22:36:32Z,indie 00,Design me chamou muito,0,RtUdGZlZeVA,"Motorola Edge+, o MELHOR SMARTPHONE de 2020 até agora [Análise/Review]",2020-08-03T17:00:07Z,https://www.youtube.com/watch?v=RtUdGZlZeVA,23350,263371,Canaltech,732,1.0
1395.Ugyer_v62sItMpr6Zbh4AaABAg,2021-02-12T00:35:34Z,Orlando Andrade,Um lixo. Não vale o preço. É caro assim porque eles sabem que aqui no Brasil tem muito otário que compra.,0,m4ZUR6sM9jc,"NOVOS GALAXY S21, S21 PLUS e S21 ULTRA em MÃOS! //o que a SAMSUNG NÃO TE CONTOU!",2021-01-14T15:19:54Z,https://www.youtube.com/watch?v=m4ZUR6sM9jc,18109,283687,EscolhaSegura,1564,-1.0
1398.UgzEr-ilTelSyiYr1yd4AaABAg,2021-07-02T19:26:26Z,Eduardo Souza,Existe redmi 9 com 128g? Pq eu achei e tô com medo de ser golpe KKK,0,k2xA73AtCUE,Xiaomi Redmi Note 9 vs Redmi 9 - ENTENDA QUAL O MELHOR PRA VOCÊ! QUAL COMPRAR? TEM MUITA DIFERENÇA?,2020-10-08T17:45:01Z,https://www.youtube.com/watch?v=k2xA73AtCUE,32003,450403,Gesiel Taveira,2621,1.0
1399.Ugxo8aEyQY7tP4a5a2Z4AaABAg,2020-10-02T01:51:14Z,Aguida Silva,Estou em duvida entre note 10 e s10 lite não em desempenho ou camera mas em sim em questão do processador em relação ao desempemho da beteria. ( sei q o mhp hora é notavel a diferença) me ajudem.,0,INTqBVNe0Ic,GALAXY NOTE 10: ainda mais poderoso [Hands-On],2019-08-07T20:00:02Z,https://www.youtube.com/watch?v=INTqBVNe0Ic,20928,407216,Canaltech,498,0.0
1400.Ugwi6sEehPjjWD5wyUV4AaABAg,2020-11-22T23:20:00Z,Marcelo Magnelli,"Dicotomia, e não dictomia",0,_139rn5-Phw,GALAXY NOTE 10: Uma nova FASE da SAMSUNG,2019-08-08T22:36:40Z,https://www.youtube.com/watch?v=_139rn5-Phw,16711,178968,EscolhaSegura,1157,1.0
1401.Ugx5EoL0QPvh7aKoS0h4AaABAg,2021-03-09T20:34:12Z,RETRO,Qual a diferença do 3GB de RAM pro de 4GB ? vi uma avaliações na Amazon e no mercado livre pessoas que compraram esse celular falando que trava muito é verdade ?,0,89XzlH68XwU,XIAOMI REDMI NOTE 9 vale a pena? CONTINUA o MELHOR CUSTO BENEFÍCIO? // Análise Review Completo!,2020-07-21T22:02:52Z,https://www.youtube.com/watch?v=89XzlH68XwU,19046,505438,EscolhaSegura,1263,1.0
1406.UgyUbEkSGBOxk8NfWCt4AaABAg,2019-08-18T22:49:24Z,Fabio Faria,"A Samsung finalmente acordou mesmo, acho que desde o início das telas curvas, nota-se um padrão altíssimo, acabamento que todo mundo queria nos smarts da marca, pense num aparelho bonito, acho que é o mais bonito que ela já lançou, nunca tive um note, tenho um S10e, bem satisfeito com o aparelho, mas quero ver de perto esse note. Ficou muito bonito mesmo!",0,INTqBVNe0Ic,GALAXY NOTE 10: ainda mais poderoso [Hands-On],2019-08-07T20:00:02Z,https://www.youtube.com/watch?v=INTqBVNe0Ic,20928,407216,Canaltech,498,1.0
1407.Ugz_-ypCq6QeuGd1oDZ4AaABAg,2021-05-20T19:43:29Z,Carlosbrs,Poderia ser o melhor mas como não tem ip68 pra mim não serve,0,H0hSd0XEx64,MOTO EDGE e EDGE PLUS - o que ESTOU ACHANDO // finalmente um TOPO DE LINHA da MOTOROLA!,2020-07-02T21:30:01Z,https://www.youtube.com/watch?v=H0hSd0XEx64,18829,301243,EscolhaSegura,1122,0.0
1408.UgyuCR8O3uym_l7L3i14AaABAg,2021-05-28T23:40:14Z,Magna Almeida,Esse  cor lilás é bom para homem?,2,AdxPcBQqLck,"CHEGOU! Galaxy S20 FE, um SAMSUNG LINDO e POTENTE, mas não é PERFEITO! Unboxing e Impressões",2020-11-17T15:30:00Z,https://www.youtube.com/watch?v=AdxPcBQqLck,28261,431688,Gesiel Taveira,1710,1.0
1409.UgyHB0XAfvP5q987YKB4AaABAg,2020-01-19T15:36:24Z,José Carlos,Esse conjunto de câmera do celular parece uma peça de dominó,1,TrMDB34L6Oo,Galaxy S20: TUDO que sabemos sobre o aparelho até agora,2020-01-18T18:00:04Z,https://www.youtube.com/watch?v=TrMDB34L6Oo,8950,111590,Canaltech,279,1.0
1410.UgzFKy8HRAOiQGordJd4AaABAg,2020-12-31T18:19:30Z,Aline Pinto Sousa,Boa tarde* desculpe! O cel é bom pra jogar free fire??,1,dpvskZNHIzU,"LG K22 / K22+ | Smartphone MUITO BARATO, mas VALE A PENA? Análise / Review",2020-11-05T22:30:22Z,https://www.youtube.com/watch?v=dpvskZNHIzU,3579,82984,brasiliGEEKS,505,0.0
1412.Ugz8Gv_PL17SgfNY_CR4AaABAg,2020-09-12T01:58:18Z,Thiago,Faz um vídeo comparativo entre s10+ vc edge plus,0,03OQm-ygWNg,Motorola Edge+: 5 motivos para COMPRAR e NÃO comprar,2020-09-11T16:00:01Z,https://www.youtube.com/watch?v=03OQm-ygWNg,7971,82975,Canaltech,303,0.0
1413.UgwVKqNcZv9CUmuxucR4AaABAg,2020-10-12T16:56:35Z,Ghostxim,Eu vi o vídeo do j8 isso ta muito errado q ele n roda liso só pq vc colocou os gráficos no máximo sendo q ninguém vai jogar com os gráficos no máximo todo mundo só quer jogar ent vc tem q mudar isso é testa o cod mobile nessa temporada 10,0,GSmgQhJR0Ws,Samsung Galaxy M31 é bom em jogos? - RODA LISO,2020-08-04T22:00:10Z,https://www.youtube.com/watch?v=GSmgQhJR0Ws,6342,74348,Oficina da Net,707,1.0
1414.UgzB3OtPtUmGp3bts_x4AaABAg,2020-12-29T15:24:12Z,Heey !,Assistindo pelo Iphone 12😍😍,2,6GxDe6Pgoy4,iPhone 12 PRO MAX // 💸 TEM DE SER LOUCO pra gastar R$10.999?? CHOCADO!,2020-12-26T14:00:03Z,https://www.youtube.com/watch?v=6GxDe6Pgoy4,7395,95652,EscolhaSegura,884,1.0
1415.UgxZouqSUJYSrYlZQXl4AaABAg,2020-11-18T20:07:01Z,V4 JÃOO,Motorola one fusion se saiu melhor no roda liso,1,f0HlKgYGg5A,Samsung Galaxy A71 é bom em jogos? Roda Liso?,2020-06-16T22:50:10Z,https://www.youtube.com/watch?v=f0HlKgYGg5A,11444,99131,Oficina da Net,726,1.0
1416.UgxvsvqryMZ-QylWjFJ4AaABAg,2020-08-20T07:55:05Z,Rubens PROENÇA,"Não  teria coragem  de pagar 8.000,00 num smartphone  vendo milhares de pessoas sem emprego,  morando nas ruas e passando fome !",0,wHLWf5xzwWQ,MOTOROLA EDGE PLUS mostra que CUSTA CARO voltar ao TOPO | Análise / Review,2020-07-21T16:03:55Z,https://www.youtube.com/watch?v=wHLWf5xzwWQ,4090,79732,TudoCelular,392,0.0
1417.Ugxqa9-6LL8RWM7dGAV4AaABAg,2020-11-19T18:49:56Z,Dayane Day Silva,"Comprei um recentemente pra minha filha é bem básico, mais eu e ela gostamos.",10,ACENQ2gehvM,LG K22 + | VALE A PENA? PARA QUEM É?,2020-10-21T06:21:07Z,https://www.youtube.com/watch?v=ACENQ2gehvM,2649,75679,Área Tech,475,1.0
1419.UgzsQBqfdtRnBTI3pp94AaABAg,2021-04-18T02:08:42Z,Allan Player,Alguém ai sabe me dizer se e seguro comprar na Notetec?,0,7wi8hQGmjCo,Xiaomi POCO X3! A VERDADE! Não Vale a pena❓ NÃO COMPRE SEM VER ESSE VÍDEO!,2021-04-12T23:17:09Z,https://www.youtube.com/watch?v=7wi8hQGmjCo,4107,57379,Dudu Rocha,713,1.0
1421.UgxQhwvvqHCtcoMxdOZ4AaABAg,2020-12-28T07:31:38Z,Alberto Del Bianco,"O camarovski, vc fala que tem frequência baixa na tela, mas ele é 120hz!?",0,lkqFKf5j_Fc,XIAOMI MI 10 LITE // esse é o PRIMEIRO XIAOMI que eu NÃO RECOMENDO!,2020-08-22T13:43:07Z,https://www.youtube.com/watch?v=lkqFKf5j_Fc,7538,234661,EscolhaSegura,652,0.0
1423.UgwU7YWWoDtOZnKHHsl4AaABAg,2021-01-07T16:08:12Z,kayky nathan,"Finalmente alguém fazendo vídeo dele na cor azul, todo mundo faz com o branco kkkkkkkkkkkk",19,yjVrU4tenzE,"MOTOROLA ONE FUSION PLUS em 2021! Agora MAIS BARATO, vale a pena comprar? REVIEW/ANÁLISE",2021-01-06T21:00:31Z,https://www.youtube.com/watch?v=yjVrU4tenzE,2029,57672,Oficina da Net,321,0.0
