comments_id,comment-date,comment-author,comment,comment-likes,video-id,video-title,video-date,video-link,video-likes,video-views,video-channel,video-comment-count,final_type,transformed_comment
324.UgzlLerHTT_7Lngcvct4AaABAg,2021-03-29T16:41:22Z,Mayara Jesus da silva Amorim,"Galerinha, entre o one fusion plus e o poco x3 NFC qual vale mais a pena?",0,F3WsSoo7TR8,MOTOROLA ONE FUSION PLUS! MUITOS ACERTOS em VÁRIOS SENTIDOS! BOA MOTOROLA! UNBOXING!,2020-08-03T21:10:48Z,https://www.youtube.com/watch?v=F3WsSoo7TR8,9967,200034,Be!Tech,1083,1, galerinh one fusion plus poc x3 nfc val pen 
327.UgwcTh79QL2aAJRtFbd4AaABAg,2021-04-04T22:40:15Z,William Portela,"O meu caiu dentro do rio hoje, passei um minuto procurando ele de baixo d'água. Não queimou, está funcionando até agora.",0,jzvQnnB2reE,"REDMI NOTE 9S no Brasil! O novo smartphone grandão e ""baratinho"" da Xiaomi – TecMundo",2020-04-21T00:30:12Z,https://www.youtube.com/watch?v=jzvQnnB2reE,5377,83490,TecMundo,342,1, caiu dentr rio hoj pass minut procur baix d agu nao queim funcion agor 
328.UgzPw2SL5VV6XJPEMnZ4AaABAg,2021-06-18T03:34:34Z,Jaqueline Almeida,Sabe tem um app que tem esse celular mais e barato o preso é 137 reais baratinho neh,0,K_kHYy7lRJc,MOOOOONSTRO ! Tá na MÃO o mais TOP da SAMSUNG 😎 Galaxy S21 Ultra,2021-02-08T22:00:06Z,https://www.youtube.com/watch?v=K_kHYy7lRJc,25177,416447,K Tech,1735,0, sab app celul barat pres 137 rea baratinh neh
329.UgxTCvkr1uSYwnuc2C94AaABAg,2021-06-21T12:30:33Z,Alessandra Fagundes,A configuração dele me lembra a do moto g6,0,YBpvb1fxHFo,Chegou! Redmi 9 - SERÁ esse o MELHOR XIAOMI CUSTO-BENEFÍCIO? Unboxing e Impressões,2020-07-29T14:15:01Z,https://www.youtube.com/watch?v=YBpvb1fxHFo,38891,520362,Gesiel Taveira,2861,1, configuraca lembr mot g6
331.UgzY0-dBFz-Px54Yxdx4AaABAg,2021-07-09T12:29:06Z,Alex Santiago,Samsung note 10 plus  😻,0,qQmNUmdTATo,LG Velvet é BOM MESMO? O maior acerto da LG em 2020? Alguns Dias de Uso,2020-11-14T15:00:25Z,https://www.youtube.com/watch?v=qQmNUmdTATo,13044,143075,Gesiel Taveira,886,1, samsung not 10 plus :rosto_de_gato_sorridente_com_olhos_de_coracao: 
335.UgxmYG8elIEm8MHcQ5N4AaABAg,2021-02-12T12:28:54Z,KALEBE kidis KALEBE kidis,"Uma porcaria,mano esi pessoal tinlha que ter vergolha em divulhar uma porcarias desas,",0,Zgopyc5Y6wY,GALAXY S21 ULTRA é EXTRAORDINÁRIO em cada detalhe? UNBOXING e COMENTÁRIOS,2021-01-28T21:11:03Z,https://www.youtube.com/watch?v=Zgopyc5Y6wY,7940,143209,Matheus Kise,618,1, porc man esi pessoal tinlh ter vergolh divulh porc des 
336.UgxqGCUOhGaEwgUaKwV4AaABAg,2020-01-19T00:44:08Z,Rickin Andrade,Essa dupla ficou top!! Era o que tava faltando pro canal😍♥️♥️♥️,1,TrMDB34L6Oo,Galaxy S20: TUDO que sabemos sobre o aparelho até agora,2020-01-18T18:00:04Z,https://www.youtube.com/watch?v=TrMDB34L6Oo,8950,111590,Canaltech,279,1, dupl fic top tav falt pro canal :rosto_sorridente_com_olhos_de_coracao: :naipe_de_copas: :naipe_de_copas: :naipe_de_copas: 
337.Ugy0a0_g0umO-OE9xGp4AaABAg,2020-12-25T22:10:45Z,Brulcky,Xiaomi nunca mais na minha vida,0,cr3icyK3aWo,MELHOR XIAOMI do ANO - Xiaomi MI 10T PRO ANÁLISE [ Review ] COMPLETA !,2020-12-23T22:00:08Z,https://www.youtube.com/watch?v=cr3icyK3aWo,6081,83508,K Tech,531,1, xiaom nunc vid
342.Ugz05ZxT8IZ8WOTm4N54AaABAg,2019-08-07T16:39:57Z,Berg,Como eu vou ouvir bacana sem fone de ouvido?,0,flYuZ1KBaKM,É ASSIM O SAMSUNG GALAXY NOTE 10! SAMSUNG ERROU MESMO?,2019-08-06T22:02:24Z,https://www.youtube.com/watch?v=flYuZ1KBaKM,10581,128218,Dudu Rocha,714,1, vou ouv bacan fon ouv 
344.UgzsT4VvzY78KY5bkP14AaABAg,2020-08-03T05:42:19Z,Vanderlei Esmala,Ching ling nem de graça tô fora!!...,0,TEEMI3H8VBw,AGORA VAI?! XIAOMI MI NOTE 10 LITE // análise completa!,2020-06-07T15:54:05Z,https://www.youtube.com/watch?v=TEEMI3H8VBw,8962,155777,EscolhaSegura,425,1, ching ling grac to 
350.Ugyqn9QiJvL7X3655jJ4AaABAg,2020-12-05T17:59:15Z,Paulo Viana,"Alguma dica para usar o GPS desse celular,pois  só trava e já fiz de tudo e nada!",1,Q57RwtkGyYc,Philco HIT MAX - PCS02 | E não é que me SURPREENDEU? Unboxing e Impressões,2020-09-06T23:00:03Z,https://www.youtube.com/watch?v=Q57RwtkGyYc,3857,50476,brasiliGEEKS,459,0, algum dic usar gps dess celul pois trav fiz tud nad 
352.UgwmQiEfNcozcgZkVrd4AaABAg,2020-12-14T08:18:01Z,Edilanemariade Carvalhougomes,Eu encontrei ele na magalu  por 1700,1,w8ZokAmv8yE,Review Samsung Galaxy A71: um celular intermediário completo – TecMundo,2020-08-10T17:25:44Z,https://www.youtube.com/watch?v=w8ZokAmv8yE,15444,257622,TecMundo,1155,1, encontr magalu 1700
360.Ugza_QdkclGTLt6UZBx4AaABAg,2020-10-17T17:28:14Z,KenOz Quadros,"Já bebi diesel, foi o msm que fazer lavagem intestinal, limpou tudo, saiu em cima e em baixo...;Enfim, não fação isso msm...;Hahah...",5,nfqOY-5_2Go,Motorola One Macro vs Hyper vs Fusion e Fusion+ [Comparativo],2020-10-15T00:00:10Z,https://www.youtube.com/watch?v=nfqOY-5_2Go,9632,135126,Canaltech,552,1, beb diesel msm faz lavag intestinal limp tud saiu cim baix enfim nao faca msm hahah 
361.UgzQu8u2qoTH36Xykkx4AaABAg,2021-06-04T21:20:13Z,Josue Oliveira,Fazem tudo de caso pensado...,0,KOitq-ctZCk,O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,2021-05-26T13:30:03Z,https://www.youtube.com/watch?v=KOitq-ctZCk,4058,50270,Be!Tech,555,0, faz tud cas pens 
363.UgzBJdo9YVpFJ44QdW54AaABAg,2021-07-09T13:00:09Z,TROJAN VIP,Ele e melhor que o iPhone XR?,0,jpWsHf_buf4,"O Mais caro da XIAOMI NO BRASIL, Xiaomi Mi 10T! O que ele tem de especial? É UMA SUPER MÁQUINA!",2020-11-20T15:21:34Z,https://www.youtube.com/watch?v=jpWsHf_buf4,6905,113195,Jersu,534,0, melhor iphon xr 
366.UgzFLuC8jQ8A4tHA-B14AaABAg,2021-01-14T23:31:11Z,Rafael Miranda,Muito lindo o celular cinza da meia-noite 😍😍😍,0,9T0kwmn_hVU,REDMI NOTE 9S TÁ NA MÃO ! O Maior SUCESSO da XIAOMI !,2020-04-01T21:00:05Z,https://www.youtube.com/watch?v=9T0kwmn_hVU,51734,840887,K Tech,2601,1, lind celul cinz mei noit :rosto_sorridente_com_olhos_de_coracao: :rosto_sorridente_com_olhos_de_coracao: :rosto_sorridente_com_olhos_de_coracao: 
368.Ugw4gvMYlLX6s5ogVKl4AaABAg,2020-05-08T04:08:24Z,tia touka kirishima,Ele ta de 1.700 na net,1,E8n6fAU4nI0,GALAXY A71: AVANÇOS DISCRETOS para se MANTER RELEVANTE | Análise / Review,2020-02-28T14:46:55Z,https://www.youtube.com/watch?v=E8n6fAU4nI0,6358,186926,TudoCelular,456,1, ta 1 700 net
374.UgxEsfgEc02z6Lq2GgF4AaABAg,2020-12-03T17:49:59Z,⚖𝑆𝐴𝑅𝑈⃢⚡,"Eu já joguei Subway Surfers até numa mandioca, aí não dá meu parceiro,testar num celular desse",1,T_HXPm8RwwI,ROG PHONE 3! JOGANDO com o SMARTPHONE MAIS POTENTE do MUNDO! É de CAIR o QUEIXO! TELA de 144hz!,2020-07-22T15:31:44Z,https://www.youtube.com/watch?v=T_HXPm8RwwI,13997,173883,Be!Tech,1185,1, jogu subway surfers mandioc ai nao parceir test celul dess
377.UgzgVqtyaw2IUHy3kA94AaABAg,2021-06-17T03:40:44Z,𝑻𝑰𝑶_ 𝑫𝑬𝑲𝑼シ︎,"Pelo menos é melhor q o parente dele o redmi 9A q no caso é uma merda, recomendo este mas não recomendo o 9A",0,wxxsLxWZjcs,"REDMI 9 ainda é um CELULAR BARATO e BOM DE JOGO, mas com PROBLEMAS | Análise / Review",2020-10-23T22:51:31Z,https://www.youtube.com/watch?v=wxxsLxWZjcs,3159,56633,TudoCelular,685,1, men melhor parent redm 9a cas merd recom nao recom 9a
378.UgxpyUoVWHtoASvMV_V4AaABAg,2021-01-08T02:48:03Z,Jefferson Oliveira,Ele tem a tela melhor que a do s9 plus? Quero trocar.,0,xra9DQ1kERA,A REAL sobre o GALAXY A71. O QUASE TOP da Samsung vale a pena?,2020-07-18T16:25:15Z,https://www.youtube.com/watch?v=xra9DQ1kERA,11589,132308,Dudu Rocha,1031,1, tel melhor s9 plus quer troc 
379.UgxKqKd7-oLkoOyruoF4AaABAg,2020-06-05T17:21:12Z,VICTOR KENES,Deveria ter vindo logo com 5 mil amperes de bateria  ..,2,ZRx4mTDMmzA,Samsung Galaxy Note 10+ | Review Tecnoblog,2019-09-06T20:00:02Z,https://www.youtube.com/watch?v=ZRx4mTDMmzA,6774,158046,Tecnoblog,343,1, dev ter vind log 5 mil amper bat 
381.UgyKwEisy7_UyDtTNsR4AaABAg,2020-11-09T22:54:51Z,Vinicius Sillva,"Acho que a tela do poco consome muita bateria, msm com 120hz  desativado.",2,njP8-N1NE6I,ESTAVA ENGANADO ... POCO X3 NFC ou XIAOMI MI 10T LITE 5G ?? COMPARATIVO EM PORTUGUÊS,2020-11-09T19:29:27Z,https://www.youtube.com/watch?v=njP8-N1NE6I,1342,52012,Toni Vicente,132,1, acho tel poc consom muit bat msm 120hz desativ 
386.UgwziOLjqA5lDm-CHzp4AaABAg,2021-02-15T02:32:56Z,Wilian s. Oliveira,Da para fritar um ovo nele? Vi tres bocas atras dele...,0,m4ZUR6sM9jc,"NOVOS GALAXY S21, S21 PLUS e S21 ULTRA em MÃOS! //o que a SAMSUNG NÃO TE CONTOU!",2021-01-14T15:19:54Z,https://www.youtube.com/watch?v=m4ZUR6sM9jc,18109,283687,EscolhaSegura,1564,0, frit ovo nel vi tres boc atras 
391.Ugyk2jcaTXStjOcpg4R4AaABAg,2021-03-08T12:55:38Z,Raylson Rodrigues de Souza Raylson souza,"Tenho o motoE6 plus e já acho top ,mas pelo que tô vendo já vou vender pra pegar esse motoE7 plus",0,Adj3fttlhNg,JÁ TÁ NA MÃO! MOTO E7 PLUS | Lançamento MOTOROLA | Unboxing e Impressões,2020-09-16T22:20:35Z,https://www.youtube.com/watch?v=Adj3fttlhNg,7098,112331,brasiliGEEKS,879,1, motoe6 plus acho top to vend vou vend peg motoe7 plus
398.UgxyPEz3bBU6miRvqD94AaABAg,2021-04-15T01:30:32Z,Luiz Pedro,"Vídeo: 4K FULL ULTRA HD;Tela do Iphone: 144p;;Sem zoas, ta mto embaçado, quase que n dá pra ver a tela. Só eu senti isso?",0,Mov8OlCwK4E,iPhone SE 2020: dessa vez a Apple acertou? [Análise/Review],2020-06-01T21:00:06Z,https://www.youtube.com/watch?v=Mov8OlCwK4E,27584,489510,Canaltech,1213,1, vid 4k full ultra hd tel iphon 144p zoas ta mto embac quas n ver tel sent 
399.UgwykaBm9O7mSj4dByN4AaABAg,2020-10-05T13:52:53Z,Ricardo Santos,Melhor pegar um a71 para não passar raiva.,0,GSmgQhJR0Ws,Samsung Galaxy M31 é bom em jogos? - RODA LISO,2020-08-04T22:00:10Z,https://www.youtube.com/watch?v=GSmgQhJR0Ws,6342,74348,Oficina da Net,707,1, melhor peg a71 nao pass raiv 
401.Ugx5SWwLAK2XBuYoDWB4AaABAg,2021-02-08T15:10:56Z,Rodrigo Vitorino,"Eu comprei um desse nesse último sábado 06/02 e não tinha visto esse vídeo ainda, usei só pra configurar, sem usar YouTube, tirar fotos ou jogar,  achei estranho que só baixei apps e o aparelho caiu quase 50% da bateria isso em brilho mínimo, sei lá viu.. acho que deve ter algum defeito.",1,D0n0w7BIdlk,GALAXY M31: candidato a MELHOR CELULAR INTERMEDIÁRIO de 2020 tem poucos poréns | Análise / Review,2020-08-11T15:24:12Z,https://www.youtube.com/watch?v=D0n0w7BIdlk,6145,151548,TudoCelular,770,-1, compr dess ness ultim sab 06 02 nao vist vid aind use configur usar youtub tir fot jog ache estranh baix apps aparelh caiu quas 50 bat brilh minim sei la viu acho dev ter algum defeit 
407.Ugy-DRqOlUHo3bbx2rZ4AaABAg,2021-02-26T01:00:43Z,FX Espeto,"bom: tela full hd super amoled, 6gb de ram e processador snap 730. Comprei ele e posso dizer que foi um dos melhores que já tive. Fora a bateria surpreendente, dura dois dias fácil de uso normal (sem jogos). ;;Recomendo muito! 😃",0,_E20px4ibD4,"Galaxy M51, a SAMSUNG realmente lançou um MONSTRO! Maior BATERIA em um SMARTPHONE",2020-09-02T14:30:05Z,https://www.youtube.com/watch?v=_E20px4ibD4,21676,199616,Gesiel Taveira,1482,0, bom tel full hd sup amoled 6gb ram process snap 730 compr poss diz melhor bat surpreendent dur dois dias facil uso normal jog recom :rosto_risonho_com_olhos_bem_abertos: 
410.UgwYFgpEMqJoX5iI6Ph4AaABAg,2020-10-30T00:01:50Z,Amelie Vasconcellos,Celular muito bom porem achei a câmera com má qualidade,0,xra9DQ1kERA,A REAL sobre o GALAXY A71. O QUASE TOP da Samsung vale a pena?,2020-07-18T16:25:15Z,https://www.youtube.com/watch?v=xra9DQ1kERA,11589,132308,Dudu Rocha,1031,0, celul bom por ache cam ma qualidad
411.Ugxl82oG5sjVtPhngax4AaABAg,2021-02-23T04:54:09Z,Maju Rodrigues,"Tenho um A10 S e ele é otimooo, quem critica tanto é rico q nao precisa lutar por um desse, pra muitos assim como eu esse cll é um luxo🥰",0,h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,2020-01-14T22:49:21Z,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,TudoCelular,881,1, a10 s otimoo critic tant ric nao precis lut dess muit assim cll lux :rosto_sorridente_com_3_coracoes: 
416.UgxdKrlFaioQyFb1A314AaABAg,2021-01-26T18:18:16Z,Paulo César Marques,De onde vocês tiram esses preços?   Comprei por 3.200 aqui em Goiânia versao 8 gb RAM lacrado nunca usado,2,jpWsHf_buf4,"O Mais caro da XIAOMI NO BRASIL, Xiaomi Mi 10T! O que ele tem de especial? É UMA SUPER MÁQUINA!",2020-11-20T15:21:34Z,https://www.youtube.com/watch?v=jpWsHf_buf4,6905,113195,Jersu,534,0, onde tir prec compr 3 200 aqu goian versa 8 gb ram lacr nunc usad
417.UgzVMXzm1k8PLI-tmaV4AaABAg,2020-12-20T22:41:51Z,Adrielle Marques,O moto one hyper já saiu de linha pq fui para comprar em loja física me disseram que já saiu de linha 🙃,1,nfqOY-5_2Go,Motorola One Macro vs Hyper vs Fusion e Fusion+ [Comparativo],2020-10-15T00:00:10Z,https://www.youtube.com/watch?v=nfqOY-5_2Go,9632,135126,Canaltech,552,0, mot one hyper saiu linh pq compr loj fisic diss saiu linh :rosto_de_cabeca_para_baixo: 
418.UgxoMzxZxIsSwAb94mN4AaABAg,2021-04-16T17:08:40Z,Mateus Valle,Só acho  que o apresentador ta com mal de parkinson kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,_txy5ouAG6s,Galaxy S21 Ultra: a Samsung ACERTOU no ZOOM dessa vez [Análise/Review],2021-02-09T14:00:31Z,https://www.youtube.com/watch?v=_txy5ouAG6s,18174,441207,Canaltech,976,1, acho apresent ta mal parkinson kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
419.UgyNQp1Bn4HXysNgf5B4AaABAg,2020-10-01T20:46:07Z,Marcelo Souza,Assistindo do meu a71 😄,0,0q_EGLVpX88,SAMSUNG GALAXY A71 CHEGOU ! SERÁ O MELHOR CUSTO BENEFÍCIO BRASIL?,2020-04-13T22:00:00Z,https://www.youtube.com/watch?v=0q_EGLVpX88,27499,382680,K Tech,1587,1, assist a71 :rosto_risonho_com_olhos_sorridentes: 
420.Ugw1p110Uq2POpbDaWF4AaABAg,2021-01-26T13:37:32Z,Jessica Julio,"Pode me ajudar, o meu esta durando no máximo um dia e o uso é mto moderado, o q pode ser ? Esta cm 4 dias de uso e já carreguei 3 vezes 4 com daqui a pouco rs",0,a6RMJvojT6Q,GALAXY M51: MELHOR AUTONOMIA de BATERIA em 2020 com um algo a mais | Análise / Review,2020-12-25T00:28:35Z,https://www.youtube.com/watch?v=a6RMJvojT6Q,5839,99741,TudoCelular,661,1, pod ajud dur maxim dia uso mto moder pod ser cm 4 dias uso carregu 3 vez 4 daqu pouc rs
422.Ugzf2jSZ1F5JTlXz1K94AaABAg,2021-05-01T09:59:13Z,Reyvison Silva,"A câmera frontal tem mais megapixels, ok, mas tem autofoco?",0,R8NE3_EiiSE,"Samsung Galaxy S20 FE, ERROU ou ACERTOU com os fãs da marca? [Análise/Review]",2021-01-29T14:14:54Z,https://www.youtube.com/watch?v=R8NE3_EiiSE,12407,189758,Canaltech,858,0, cam frontal megapixels ok autofoc 
424.Ugyfq-0KSS0m6f0ddzx4AaABAg,2021-05-04T09:40:46Z,Iaggo Wilson,A tela dele é curva nas laterais?,0,K_kHYy7lRJc,MOOOOONSTRO ! Tá na MÃO o mais TOP da SAMSUNG 😎 Galaxy S21 Ultra,2021-02-08T22:00:06Z,https://www.youtube.com/watch?v=K_kHYy7lRJc,25177,416447,K Tech,1735,0, tel curv later 
426.UgzwZYvfamokA4pQjM54AaABAg,2021-06-21T00:18:55Z,Dude Santos,Eu sou dos que compra e depois venho ver os vídeos de análise kkkkkkkkkkkkkkkkkkkkkkk,0,4DV9lgzEKcI,"Redmi Note 9, esse XIAOMI tá vendendo MUITO! Será uma BOA OPÇÃO pra VOCÊ? Assista esse vídeo",2020-08-11T15:10:00Z,https://www.youtube.com/watch?v=4DV9lgzEKcI,50925,743566,Gesiel Taveira,4488,0, compr venh ver vid analis kkkkkkkkkkkkkkkkkkkkkkk
427.UgxsA_TYOjYSXUL6Dt54AaABAg,2021-06-11T19:28:20Z,gracinha de souza,"tenho um lg k8 + de 16 GB, eu tenho um desses kkkk eu seria a preesoa mais feliz kkakak",0,Tkca_FXdzqY,"MOTO E7 PLUS! O mais ""BASICÃO"" da MOTOROLA EVOLUIU e FICOU BEM INTERSSANTE! UNBOXING!",2020-10-03T19:26:53Z,https://www.youtube.com/watch?v=Tkca_FXdzqY,11223,250855,Be!Tech,1632,1, lg k8 16 gb dess kkkk preeso feliz kkakak
432.Ugz7knXkHZmAOv1eSjl4AaABAg,2020-12-02T15:41:54Z,jack miojo,eu to no j5 eh bm msm esse cll? to escolhendo ainda pra n arrepender kkk,0,Mci38I3CajU,Galaxy A10s é Bom? Vale a Pena? Análise Completa! (2021),2020-04-01T13:00:12Z,https://www.youtube.com/watch?v=Mci38I3CajU,3533,99724,Canal É Bom?,720,1, to j5 eh bm msm cll to escolh aind n arrepend kkk
434.Ugy3XupFZYhuzWMWRa14AaABAg,2021-07-04T01:30:19Z,Joel Domingos,Essa caneta e antiga quem usava muito era tablet,0,K_kHYy7lRJc,MOOOOONSTRO ! Tá na MÃO o mais TOP da SAMSUNG 😎 Galaxy S21 Ultra,2021-02-08T22:00:06Z,https://www.youtube.com/watch?v=K_kHYy7lRJc,25177,416447,K Tech,1735,0, canet antig usav tablet
435.UgwEmaY2VVAJG9j5V2B4AaABAg,2021-06-19T04:10:13Z,Guilherme Original,Eu comprei o meu com o preço de 1519 na americanas chega hoje estou muito ansioso.,0,Smv_2_bYn_4,Samsung GALAXY M31 ainda VALE A PENA em 2021? É um bom SMARTPHONE pra VOCÊ?,2021-06-14T15:40:01Z,https://www.youtube.com/watch?v=Smv_2_bYn_4,8024,63065,Gesiel Taveira,1118,0, compr prec 1519 american cheg hoj ansios 
436.Ugxj5V-PTtbG20thN2p4AaABAg,2019-09-09T16:20:57Z,Diego Spínola,Porque só tão analisando o modelo plus? A maioria das pessoas vai acabar comprando o Note 10 normal por conta do tamanho exagerado do Plus,3,ZRx4mTDMmzA,Samsung Galaxy Note 10+ | Review Tecnoblog,2019-09-06T20:00:02Z,https://www.youtube.com/watch?v=ZRx4mTDMmzA,6774,158046,Tecnoblog,343,1, porqu tao analis model plus maior pesso vai acab compr not 10 normal cont tamanh exager plus
440.UgzhnhCEbwOejgZ8UzF4AaABAg,2021-03-24T20:19:20Z,Guilherme Pasqualato de Paulo,"Caso ainda estejam com o aparelho, teria como testar o áudio, de WhatsApp ou Telegram, quando é escutado próximo ao ouvido?;Porque já comprei 2 aparelhos, porém ambos vieram com defeito ao escutar áudios dessa maneira.;Valeu!",0,AIPNojToH_M,"CHEGOU! Xiaomi Mi 10 Lite 5G, realmente INCRÍVEL? Unboxing e Impressões",2020-08-22T16:00:02Z,https://www.youtube.com/watch?v=AIPNojToH_M,15977,142515,Gesiel Taveira,971,1, cas aind aparelh test audi whatsapp telegr escut proxim ouv porqu compr 2 aparelh por ambos vier defeit escut audi dess maneir val 
441.UgxV-EvLB5jbGrCbaep4AaABAg,2021-07-06T23:18:46Z,Sylvio Patroleiro,"Com snapdragon, ele é 5G ??!;Nunca vi em nenhum site, um com 5G.",1,5gonT7B5VnY,CHEGOU! Samsung GALAXY S20 FE com SNAPDRAGON - Unboxing e Impressões,2021-05-21T16:10:00Z,https://www.youtube.com/watch?v=5gonT7B5VnY,19146,239103,Gesiel Taveira,1845,0, snapdragon 5g nunc vi nenhum sit 5g 
442.UgzkpxpgyEonVA3C_Pt4AaABAg,2021-02-22T20:28:43Z,Eike Rodrigues de Freitas Vieira,Essa loja que tu ta recomendando é o preço mais caro que ja vi na net cruz credo,1,FzczBKKSRzg,iPHONE 12 MINI simplesmente é o meu FAVORITO da APPLE! ANÁLISE FINAL!!!,2021-01-27T21:17:34Z,https://www.youtube.com/watch?v=FzczBKKSRzg,4128,61797,Matheus Kise,351,-1, loj ta recomend prec car vi net cruz cred
444.UgyoKxW2ShxNZ5u4Rv14AaABAg,2021-05-29T14:32:23Z,gigaton,Peguei o play estou com apenas 2 dias de uso e olha tá incrível bateria perfeita celular carrega rapidíssimo desempenho perfeito tá rodando tudo que vocês podem imaginar e tá sobrando espaço...,0,kX2xqUDqfRA,Motorola Moto G9 Play vs Moto G9 Power - QUAL COMPRAR? QUAL O MELHOR PRA VOCÊ? COMPARATIVO!,2021-02-04T14:51:00Z,https://www.youtube.com/watch?v=kX2xqUDqfRA,20068,290832,Gesiel Taveira,1108,1, pegu play apen 2 dias uso olha ta incrivel bat perfeit celul carreg rapidissim desempenh perfeit ta rod tud pod imagin ta sobr espac 
447.Ugz2jwSPLP1PmVozs8x4AaABAg,2021-02-18T03:55:32Z,SimpleTech,"765G vs 720G;;O cara que é tech ;;""Não tem tanta diferença"";;765G equivalente ao 845 👍🏻",0,lkqFKf5j_Fc,XIAOMI MI 10 LITE // esse é o PRIMEIRO XIAOMI que eu NÃO RECOMENDO!,2020-08-22T13:43:07Z,https://www.youtube.com/watch?v=lkqFKf5j_Fc,7538,234661,EscolhaSegura,652,1, 765g vs 720g car tech nao tant diferenc 765g equivalent 845 :polegar_para_cima: :pele_clara: 
448.UgyoW002VMCnEKYi4EZ4AaABAg,2020-11-21T01:30:41Z,Wellinton Goulart,Eu ODEIO essa Google assistente,0,vkT1Rzy7TtE,Motorola One Fusion e Fusion+ [Unboxing],2020-07-30T16:00:33Z,https://www.youtube.com/watch?v=vkT1Rzy7TtE,20248,237605,Canaltech,632,-1, odei googl assistent
451.Ugz_H-8vvNtqfB67R5x4AaABAg,2020-11-19T14:09:35Z,Natalia Marinho,"Redmi 9 é otimo eu tenho ele , pra mim eh super de boa ..eu acho desnecessario ..igual falam do note 9 etc rapaz se eu fosse na ideia oq fala cada youtubers fala tava ferrada",0,wxxsLxWZjcs,"REDMI 9 ainda é um CELULAR BARATO e BOM DE JOGO, mas com PROBLEMAS | Análise / Review",2020-10-23T22:51:31Z,https://www.youtube.com/watch?v=wxxsLxWZjcs,3159,56633,TudoCelular,685,1, redm 9 otim mim eh sup boa acho desnecessari igual fal not 9 etc rapaz ide oq fal cad youtubers fal tav ferr
455.UgzIDlkbXdpuCp8rPSx4AaABAg,2020-10-25T01:06:15Z,Hamilton Cruz,"Os dois são bons, mas a s pen para mim vai fazer a diferença, preciso para produtividade. Vou de note 10 Lite.",0,oUD2D8w1TIw,"GALAXY A71 vs NOTE 10 LITE: INTERMEDIÁRIO PREMIUM enfrenta ""TOP DE LINHA"" com S PEN | Comparativo",2020-06-14T14:04:30Z,https://www.youtube.com/watch?v=oUD2D8w1TIw,7952,147243,TudoCelular,630,0, dois bons s pen mim vai faz diferenc precis produt vou not 10 lit 
457.UgxR8oqO_gR-x9AzGsN4AaABAg,2020-11-21T02:55:33Z,Luis Carlos Jr.,"Acho que todo celular tinha que ter uma versão grande e uma pequena. Pra quem gosta de fazer atividade física - academia ou corrida - celular com 6,7 polegadas é ossada!;Tô doido pra trocar meu s10e nele, mas nem tenho bolso que entre isso.",0,Kr5ZSCP7DFk,XIAOMI REDMI NOTE 9S: Vale a pena comprar? - ANÁLISE,2020-06-30T22:00:12Z,https://www.youtube.com/watch?v=Kr5ZSCP7DFk,4382,51516,Oficina da Net,545,1, acho tod celul ter versa grand pequen gost faz ativ fisic academ corr celul 6 7 poleg ossad to doid troc s10e nel bols 
458.Ugwz_7Lty5ycJ5XtpaB4AaABAg,2021-02-24T02:06:25Z,Amigo Paz,Excelente vídeo! Peça que o preço é hiper vergonhoso e a bateria é péssima.,1,ragml8eCBGk,"SAMSUNG GALAXY S21 ULTRA! O que GOSTEI e NÃO Gostei! Review, [análise]",2021-02-09T22:14:42Z,https://www.youtube.com/watch?v=ragml8eCBGk,9260,106617,Dudu Rocha,640,1, excelent vid pec prec hip vergonh bat pessim 
459.UgwnC6X2YYURy86qy7R4AaABAg,2021-06-01T15:18:26Z,ghost wolf,Assistindo com meu azul safira ❤️,2,vXu89gqgEGg,"CHEGOU! Motorola ONE FUSION tá aqui, mas será um bom SMARTPHONE? Unboxing e Impressões",2020-11-09T14:10:00Z,https://www.youtube.com/watch?v=vXu89gqgEGg,32642,471885,Gesiel Taveira,2745,1, assist azul saf :coracao_vermelho: 
463.UgxXszXak9Oq3qSfnIZ4AaABAg,2020-08-24T20:27:58Z,Marcelo Moreira,"Gesiel, qual vc aconselha para custo benificio, talvez com o 5G? ou sem, tem algum preferido ?",0,4ypi6fOj0tU,"Xiaomi Mi 10 Lite, o 5G mais BARATO do MUNDO! Mas não espere muito dele não!",2020-03-29T14:31:57Z,https://www.youtube.com/watch?v=4ypi6fOj0tU,7179,131054,Gesiel Taveira,594,1, gesiel vc aconselh cust benifici talvez 5g algum prefer 
465.Ugyt6rotv89U2DMCTb14AaABAg,2020-11-24T13:14:09Z,Fernanda Ribeiro,Eu tava na dúvida no a71 e note 10 lite. Vou de note ele é maravilhoso,0,0bpOnYeaLE0,CHEGOU! Galaxy NOTE 10 LITE! Seria ele uma boa opção mesmo? Comprei por menos de R$2.000! 😍Unboxing!,2020-09-17T17:17:44Z,https://www.youtube.com/watch?v=0bpOnYeaLE0,12159,148718,Jersu,1418,1, tav duv a71 not 10 lit vou not maravilh
