comment-id,comment-date,comment-author,comment,comment-likes,video-id,video-title,video-date,video-link,video-likes,video-views,video-channel,video-comment-count
1608.Ugz2Pd4doKwRuC7l_eB4AaABAg,2020-01-20T19:49:43Z,Iuri Freire,O Pedro (o cara da esquerda) parece o Grumpy Cat,0,TrMDB34L6Oo,Galaxy S20: TUDO que sabemos sobre o aparelho até agora,2020-01-18T18:00:04Z,https://www.youtube.com/watch?v=TrMDB34L6Oo,8950,111590,Canaltech,279
1609.Ugy-vocG7o2XWFnA0qJ4AaABAg,2020-05-12T19:22:25Z,Dedoman,matheus ta terrível no vídeo ausdhuashduashdhas,0,2Hlm1PNyyg8,"CHEGOU! Redmi Note 9S, o NOVO queridinho dos brasileiros? [Unboxing]",2020-04-30T22:15:00Z,https://www.youtube.com/watch?v=2Hlm1PNyyg8,20524,227574,Canaltech,906
1610.UgzrZOIUVDuxxPkmXj94AaABAg,2021-06-27T15:44:34Z,Luis Bueno,"A análise fez ainda mais sentido para mim qdo lembrei do quanto paguei no meu Galaxy S6 em 2016. 2190 reais em uma "" promoção"" do Ponto frio,  o preço normal dele era 3500,00.;Como pode em pleno 2021 um aparelho com as configurações do S20 FE custar 2270,00? 🤔;E ao meu ver não é só a Samsung que tem lucros absurdos, os varejistas tb tem.",0,KOitq-ctZCk,O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,2021-05-26T13:30:03Z,https://www.youtube.com/watch?v=KOitq-ctZCk,4058,50270,Be!Tech,555
1611.Ugwsbzfd3DQSA5Ma3RZ4AaABAg,2018-09-24T18:14:51Z,Kn,e pequeno mais é melhor que o 6 hahahahaahahahahah,0,1YB8cj2eNWw,"iPhone SE: o novo aparelho de ""baixo custo"" da Apple [Análise]",2016-04-06T23:31:21Z,https://www.youtube.com/watch?v=1YB8cj2eNWw,53789,1654426,Canaltech,1790
1612.UgxqKhZEzhI3o6lGBrN4AaABAg,2020-12-13T15:51:19Z,Leandro Lele,Sou fã mas para mim não da caro demais to fora,0,0_dCkDdlSkE,"NOVO GALAXY S20 FE: os fãs pediram, a Samsung atendeu",2020-12-09T22:00:33Z,https://www.youtube.com/watch?v=0_dCkDdlSkE,6260,96359,Canaltech,334
1613.Ugx2F1c65HQoKXkPD2h4AaABAg,2020-11-02T00:32:19Z,herbeth chagas,Tenho o meu á 8 meses....e recomendo muito..😎🍃,0,0q_EGLVpX88,SAMSUNG GALAXY A71 CHEGOU ! SERÁ O MELHOR CUSTO BENEFÍCIO BRASIL?,2020-04-13T22:00:00Z,https://www.youtube.com/watch?v=0q_EGLVpX88,27499,382680,K Tech,1587
1614.UgyoM3BeFYxbiLENrxR4AaABAg,2021-05-12T21:21:55Z,Mayra Christyne,"Cara, tu é foda!! Muito bom teu feedback! 🤙🏽",0,Agc-V0-64k4,"Redmi Note 9, BARATO ou FORA DA REALIDADE? [Análise/Review]",2020-07-20T00:00:03Z,https://www.youtube.com/watch?v=Agc-V0-64k4,16268,233657,Canaltech,745
1615.Ugyu2OtHVKgJ_ZIHRHJ4AaABAg,2021-02-16T15:40:47Z,COLOR IBIS,Seu merda ele é ótimo seu bosta,1,4AXbgJWOBVc,"Samsung Galaxy A10s: um pouco diferente, mas nada melhor [Unboxing/Hands-on]",2020-01-20T16:00:01Z,https://www.youtube.com/watch?v=4AXbgJWOBVc,11982,231758,Canaltech,837
1616.UgwEuez41H5uTryV92l4AaABAg,2020-09-29T22:58:25Z,Nycolle Gomes,Comprei o meu por 2.150 tem 10 dias e estou amando real. 😻,2,i4IceenolYE,"GALAXY A71 | Agora, VALE A PENA! Análise/ Review ATUALIZADO",2020-07-06T23:00:15Z,https://www.youtube.com/watch?v=i4IceenolYE,5388,83751,brasiliGEEKS,631
1617.UgykELgAHKzdEyFXhwd4AaABAg,2021-01-22T20:33:19Z,Genilson Santos,Mi 10t é top,0,CKDLYTATKv8,"Xiaomi Mi 10T Lite, muito mais do que parece [Análise/Review]",2021-01-22T19:00:05Z,https://www.youtube.com/watch?v=CKDLYTATKv8,5668,103348,Canaltech,193
1618.UgxUTNvPDwVx1bFR99Z4AaABAg,2019-02-11T14:59:04Z,TESLA,O preço e mais de 8 mil,0,AqpQjThAYtU,ROG Phone: o smartphone gamer da ASUS [Análise / Review],2019-02-06T17:26:00Z,https://www.youtube.com/watch?v=AqpQjThAYtU,7394,85574,Canaltech,245
1619.Ugy_5VCrpnrO3pE23z14AaABAg,2021-03-25T03:51:51Z,Lucas Rodrigues,Tenho o Mi 10T 6gb 128gb e é super bom! Paguei 2.370 um preço barato por tudo que oferece,3,mp_aDo-uH6I,"Xiaomi Mi 10T e 10T Pro, valem a pena ou não? [Análise/Review]",2021-01-27T14:00:53Z,https://www.youtube.com/watch?v=mp_aDo-uH6I,7419,128625,Canaltech,495
1620.UgzII_koKaHy3bOabX14AaABAg,2021-05-17T22:09:58Z,Eduardo Rabelo,"O meu s20 FE chegou hoje, notei que ele superaquece usando apps leves.",0,z68-Fbg6geo,Samsung GALAXY S20 FE 5G [ SNAPDRAGON EDITION ] está um SHOW !,2020-09-30T22:00:15Z,https://www.youtube.com/watch?v=z68-Fbg6geo,11826,184840,K Tech,1073
1621.UgzOweLM9RC0SsyQu7x4AaABAg,2021-03-13T16:01:23Z,Uaubab Iziziain,Boa,0,HwfcKPqEWHQ,GALAXY S20 FE vs S20: qual deles o VERDADEIRO FÃ deve comprar? | Comparativo,2020-12-03T23:35:48Z,https://www.youtube.com/watch?v=HwfcKPqEWHQ,6158,129019,TudoCelular,418
1622.UgxTywfzb26e99Mp4xd4AaABAg,2021-07-02T23:46:19Z,Regina Longo,"Na captação de áudio mais alto, por exemplo gravar um show, ele tem redutor de ruídos? Você testou as imagens ficam boas mas o som captado é importante também",0,ak72DmxUaIw,Não compre o XIAOMI POCO X3 NFC antes de VER esse VÍDEO! Veja se é isso que você quer!,2020-12-01T13:40:00Z,https://www.youtube.com/watch?v=ak72DmxUaIw,39312,576083,Gesiel Taveira,2952
1623.UgyZDAlFPKz9Gv40j7F4AaABAg,2021-05-26T22:10:20Z,Lucas Soares,Não vem com fone ?,0,AdxPcBQqLck,"CHEGOU! Galaxy S20 FE, um SAMSUNG LINDO e POTENTE, mas não é PERFEITO! Unboxing e Impressões",2020-11-17T15:30:00Z,https://www.youtube.com/watch?v=AdxPcBQqLck,28261,431688,Gesiel Taveira,1710
1624.Ugg_LKxkfpjiCHgCoAEC,2017-01-25T17:26:39Z,Misterioso,"x×xx×××&(di×ï*""?@i$",0,nB1u7Ivc12w,Análise: iPhone SE | Review do Tudocelular.com,2016-06-24T01:32:36Z,https://www.youtube.com/watch?v=nB1u7Ivc12w,3901,152934,TudoCelular,399
1625.UgzO74IBVb-rkwc_ndF4AaABAg,2020-11-29T14:36:35Z,Rafael fith,"Ainda estou na dúvida quanto a diferença quanto a camera, alguém pode me ajudar.",0,F3WsSoo7TR8,MOTOROLA ONE FUSION PLUS! MUITOS ACERTOS em VÁRIOS SENTIDOS! BOA MOTOROLA! UNBOXING!,2020-08-03T21:10:48Z,https://www.youtube.com/watch?v=F3WsSoo7TR8,9967,200034,Be!Tech,1083
1626.Ugx8bkiPzDyXjnCag6p4AaABAg,2021-03-27T17:48:11Z,D R L,sonho de ter um iphone + processador de q roda td...me desculpa mais vopu comprar um celular q custa 3 messes do meu salario...,1,vlDQJZu-ljQ,iPhone SE 2020 - Ainda Vale a Pena em 2021?,2021-01-01T15:04:00Z,https://www.youtube.com/watch?v=vlDQJZu-ljQ,5101,96369,Em Análise,422
1627.Ugwj4MIEfNnjYuVYe214AaABAg,2021-06-15T19:14:41Z,Felipe,"Porreta, o garoto!",0,qquxfVwxcjI,"Redmi Note 9S, o QUERIDINHO da XIAOMI CHEGOU AQUI! Unboxing e Impressões",2020-05-14T15:10:00Z,https://www.youtube.com/watch?v=qquxfVwxcjI,77979,997600,Gesiel Taveira,7885
1628.UgyP8XVbD6lw7__MwEN4AaABAg,2021-04-24T15:26:33Z,Formatec Tutoriais,Acho que eu vou comprar um sony mesmo,0,VxD0GpJ4SlI,SAMSUNG GALAXY S20 [Opinião Sincera],2020-11-23T22:30:28Z,https://www.youtube.com/watch?v=VxD0GpJ4SlI,5940,120087,Rodrigo Moreira,810
1629.Ugy_-Km2z0_QgYlGxlR4AaABAg,2021-02-23T16:04:15Z,Vitor Freitas,Quanto vale $ hoje ?,0,BLIhZ77JggI,"Samsung Galaxy A10, o mais Galaxy J de 2019",2019-07-26T22:45:00Z,https://www.youtube.com/watch?v=BLIhZ77JggI,32199,606401,Canaltech,2097
1630.Ugy4L2ZR5RiwNS5JpMV4AaABAg,2020-11-16T15:26:35Z,Jose Inaldo,Quantos anos o antroide é atualizado,0,ZtcIhxlHqqs,"SAMSUNG GALAXY M51 | Com 7000 mAh, Essa BATERIA é IGNORANTE! Unboxing e Impressões",2020-11-11T23:27:24Z,https://www.youtube.com/watch?v=ZtcIhxlHqqs,6291,75394,brasiliGEEKS,526
1631.UgzYlgma79r9g4cZi0F4AaABAg,2020-12-15T03:39:15Z,matheus henrique,TRAS O GRAND TRUCK SIMULATPR 2 NO SANSUNG  GALAXY  M51 TUDO NO MAXIMO POR FAVOR❤,1,ZtcIhxlHqqs,"SAMSUNG GALAXY M51 | Com 7000 mAh, Essa BATERIA é IGNORANTE! Unboxing e Impressões",2020-11-11T23:27:24Z,https://www.youtube.com/watch?v=ZtcIhxlHqqs,6291,75394,brasiliGEEKS,526
1632.UgwILecUs1DeIcKr1NN4AaABAg,2020-11-28T12:13:18Z,igor vinicius,Redmi Note 9 pro 5g,0,tbf7M86iZd4,XIAOMI Mi 10T Lite 5G - ME APAIXONEI ❤️,2020-10-28T22:00:07Z,https://www.youtube.com/watch?v=tbf7M86iZd4,12254,177329,K Tech,844
1633.Ugwgp14lmtNhqnBIsOl4AaABAg,2020-10-08T16:13:57Z,Tiaguim bb,O redmi note 9 já tá na miui 12 ?,1,Agc-V0-64k4,"Redmi Note 9, BARATO ou FORA DA REALIDADE? [Análise/Review]",2020-07-20T00:00:03Z,https://www.youtube.com/watch?v=Agc-V0-64k4,16268,233657,Canaltech,745
1634.UgydDqTmZvmGBqrakFt4AaABAg,2021-04-05T15:11:16Z,MUNDO DIGITAL,"Não vale , celular ruim ruim ruim ,comprei pra testar ,muito ruim, um aparelho em 2021 com snapdragon 215 com 1.3GHZ",1,zCRDEorurB0,"LG K22 / K22+ | MUITO BARATO, mas VALE A PENA COMPRAR?",2021-01-21T21:44:55Z,https://www.youtube.com/watch?v=zCRDEorurB0,5214,120172,brasiliGEEKS,724
1635.UgweUktUB27JbsHl76J4AaABAg,2021-06-11T23:30:43Z,Pedro Henrique,3:44 que filme era aquele?,0,MSqN27wR-gI,MI 10T PRO: TOP de LINHA XIAOMI com PREÇO de IPHONE | Análise / Review,2020-12-27T22:20:22Z,https://www.youtube.com/watch?v=MSqN27wR-gI,2286,65595,TudoCelular,430
1636.UgzwdOFcLB-Z-bizRg94AaABAg,2021-04-18T00:59:03Z,Karoline Gomes,"Comprou,e chegou ontem o meu,eu adorei ele",0,w8ZokAmv8yE,Review Samsung Galaxy A71: um celular intermediário completo – TecMundo,2020-08-10T17:25:44Z,https://www.youtube.com/watch?v=w8ZokAmv8yE,15444,257622,TecMundo,1155
1637.UgysjN3IR2fzZVROowd4AaABAg,2020-12-24T23:24:38Z,TudoCelular,"Você é do tipo de usuário que precisa de bateria para dois dias?
;Ofertas para o Samsung Galaxy M31: https://www.tudocelular.com/Samsung/precos/n6204/Samsung-Galaxy-M51.html;Conheça nosso grupo no Telegram! https://t.me/tudocelularoficial",36,a6RMJvojT6Q,GALAXY M51: MELHOR AUTONOMIA de BATERIA em 2020 com um algo a mais | Análise / Review,2020-12-25T00:28:35Z,https://www.youtube.com/watch?v=a6RMJvojT6Q,5839,99741,TudoCelular,661
1638.Ugz8JzPfG_WkXAh3q_J4AaABAg,2019-04-06T00:38:44Z,-La Forminha,Celular Dahorinha,2,1YB8cj2eNWw,"iPhone SE: o novo aparelho de ""baixo custo"" da Apple [Análise]",2016-04-06T23:31:21Z,https://www.youtube.com/watch?v=1YB8cj2eNWw,53789,1654426,Canaltech,1790
1639.Ugy5MWni8PFkE4t-o1B4AaABAg,2020-10-20T20:14:43Z,Luccas,Será que vale apena eu trocar meu iPhone 6S por ele? Tô querendo fazer isso,0,DWItlIiMRug,O XIAOMI MAIS BARATO 🤑 REDMI 9 ESTÁ UM ESPETÁCULO PELO SEU PREÇO 😍,2020-07-03T22:00:03Z,https://www.youtube.com/watch?v=DWItlIiMRug,17234,263215,K Tech,1373
1640.Ugy1mgu5linDJyLZO-d4AaABAg,2020-10-03T15:51:04Z,Bruno Kranz,Identico ao Xiaomi Mi Note 2,1,RZQBD4q-le0,LG VELVET é um SMARTPHONE que vale a pena? // Análise!,2020-10-03T13:30:01Z,https://www.youtube.com/watch?v=RZQBD4q-le0,4700,51707,EscolhaSegura,306
1641.UgykgfNcCCYDD9JrMwp4AaABAg,2020-06-30T18:47:35Z,francisco de assis,😍😍😍😍,0,2p_i0hemb4E,REDMI NOTE 9S: MELHOR CUSTO-BENEFÍCIO da nova família da XIAOMI | Análise / Review,2020-06-29T23:32:20Z,https://www.youtube.com/watch?v=2p_i0hemb4E,5045,154051,TudoCelular,469
1642.Ugz3cxU9VPmHya3xiJV4AaABAg,2020-11-10T02:17:42Z,Stefany Ribeiro,"comprei um agora pouco por 1999,00 agora vale a pena ^^",0,tR6BBimHbe8,"GALAXY NOTE 10 LITE, pague MAIS e leve MENOS [Análise/Review]",2020-03-11T00:00:09Z,https://www.youtube.com/watch?v=tR6BBimHbe8,13823,233421,Canaltech,892
1643.Ugw8gdCVkg3b561_8Gx4AaABAg,2021-04-17T14:48:15Z,ALUCARD OVERCOME,compensa pegar esse usado com volta pra comprar um melhor?,0,34hjRzCIk8g,Galaxy A10s vs. A20s vs. A30s [Comparativo],2020-01-24T00:00:00Z,https://www.youtube.com/watch?v=34hjRzCIk8g,30947,527370,Canaltech,2074
1644.Ugxo6Tpy-cooOG83OjF4AaABAg,2021-04-03T09:01:47Z,Nkz,"Qual eu pego? Um 9a 32/2;LG 52k 64/4;Moto e7 power 32/2;Ou algum outro no maximo por$850;Meu foco é desempenho e n câmera, se alguem me responde vlw",1,0EUg5QZoonQ,"Com ele! O MAIS BARATO DA XIAOMI EM 2020! Redmi 9A, MELHOROU? ou PIOROU? 🥵",2020-08-19T15:15:08Z,https://www.youtube.com/watch?v=0EUg5QZoonQ,8523,141635,Jersu,818
1645.UgyEYGoiwvROr7RRi8t4AaABAg,2020-11-13T02:40:32Z,Leel Here,Melhor comercial de todos o desse celular 👀👄👀,0,z68-Fbg6geo,Samsung GALAXY S20 FE 5G [ SNAPDRAGON EDITION ] está um SHOW !,2020-09-30T22:00:15Z,https://www.youtube.com/watch?v=z68-Fbg6geo,11826,184840,K Tech,1073
1646.UgxZ4YH_OQJUrSN0cVF4AaABAg,2020-12-22T04:33:05Z,Allan Saraiva,M31: *6000 Mah*;;Nokia tijolão: Patético,0,B5wuXnBcPro,OLHA ESSA BATERIA! - Galaxy M31,2020-07-22T22:00:12Z,https://www.youtube.com/watch?v=B5wuXnBcPro,124744,1042417,Coisa de Nerd,4164
1647.Ugys944_NEZOQulPDnN4AaABAg,2021-01-09T12:43:35Z,1,Samsung M51 7000%,1,RfoB6mYABqA,Samsung GALAXY M51 e seus 7000mAh de BATERIA 😱,2020-09-25T22:07:00Z,https://www.youtube.com/watch?v=RfoB6mYABqA,31664,400839,K Tech,2398
1648.Ugyyk9_FH4mJDiVa1gt4AaABAg,2021-06-28T00:58:31Z,Edione Fersen,e eu ainda feliz com meu pocket kkk,0,_latHaWdBS0,iPhone 12 - a APPLE fez um ótimo trabalho nesse SMARTPHONE! Mas VALE A PENA? Alguns Dias de Uso,2021-01-20T15:31:01Z,https://www.youtube.com/watch?v=_latHaWdBS0,13816,182303,Gesiel Taveira,1190
1649.Ugz58lh-hJiC5vBZTo94AaABAg,2021-03-02T17:04:18Z,victor Almeida,Qual o melhor poco x3 ou esse,0,AIPNojToH_M,"CHEGOU! Xiaomi Mi 10 Lite 5G, realmente INCRÍVEL? Unboxing e Impressões",2020-08-22T16:00:02Z,https://www.youtube.com/watch?v=AIPNojToH_M,15977,142515,Gesiel Taveira,971
1650.Ugx5gFuZJP4VwE_O2gJ4AaABAg,2021-06-04T12:48:24Z,André Lourenço,Agora esse com snap tbm está com 256GB? Ou os de maior armazenamento só com exynos!?,0,KOitq-ctZCk,O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,2021-05-26T13:30:03Z,https://www.youtube.com/watch?v=KOitq-ctZCk,4058,50270,Be!Tech,555
1651.UgzAdIuqv3E-sW_8RSh4AaABAg,2020-10-29T14:31:25Z,Mila Lima,"Ajudei uma amiga a comprar este aparelho (M31).;Ficamos confusa entre o A71, A51 e o M31 ! kkkkk;Normal, dada diversidade de modelos! Sabiamente, ela escolheu o M31 e fiquei super feliz por ela! ;É um modelo com ótimo custo-beneficio, desde que achado no valor certo!;Achamos o mesmo por R$1.664,00 na Magazine Luiza.",0,787sfe8R__w,"Samsung Galaxy M31, a linha ""acessível"" VOLTOU? [Unboxing/Hands-on]",2020-07-16T16:00:02Z,https://www.youtube.com/watch?v=787sfe8R__w,17548,158365,Canaltech,1242
1652.UgwoYh8EBZtoZC_f4XV4AaABAg,2021-07-03T01:25:22Z,Samuel Do Cod,Tô pensando em comprar ele,1,7P5zO5s3Mhw,XIAOMI MI 10T PRO 5G a Xiaomi criou um MONSTRO !!!,2020-10-05T22:00:02Z,https://www.youtube.com/watch?v=7P5zO5s3Mhw,24433,471425,K Tech,1214
1653.UgzREv_i1vURCmwPPgh4AaABAg,2021-03-26T03:07:16Z,Ingrid Altino,Da pra usar o Dex sem fio tb.,0,VxD0GpJ4SlI,SAMSUNG GALAXY S20 [Opinião Sincera],2020-11-23T22:30:28Z,https://www.youtube.com/watch?v=VxD0GpJ4SlI,5940,120087,Rodrigo Moreira,810
1654.UgwMC9nbh7rTlqirsJt4AaABAg,2020-07-25T22:20:06Z,Ruan Vieira,Queremos A01 com Pedro Cipoli!😂😂😂,1,sO4eFoLQr7g,"Philco Hit Plus: poucas mudanças, mas importantes [Unboxing/Hands-on]",2020-07-21T17:00:12Z,https://www.youtube.com/watch?v=sO4eFoLQr7g,9728,85926,Canaltech,287
1655.UgypUAMnyt0GoqU6rLp4AaABAg,2021-06-14T22:28:15Z,fabricio brazil,"Finalmente posso dizer: assistindo aqui no Moto e7 plus. Para mim, excelente.",1,xZEIOL1dzcE,MOTO E7 PLUS: definições de CELULAR BOM e BARATO atualizadas com SUCESSO | Análise / Review,2020-11-25T22:12:47Z,https://www.youtube.com/watch?v=xZEIOL1dzcE,9073,234255,TudoCelular,846
1656.UgytzwMKcCk2nqL_Fn14AaABAg,2018-09-10T18:48:57Z,Antoniavaleria Brioso,Vou comprar esse  celular,1,nB1u7Ivc12w,Análise: iPhone SE | Review do Tudocelular.com,2016-06-24T01:32:36Z,https://www.youtube.com/watch?v=nB1u7Ivc12w,3901,152934,TudoCelular,399
1657.Ugw1CrepdwVjgHSOCkZ4AaABAg,2021-01-17T17:17:04Z,drissouza,to esperando o meu chegar! 🤩,0,cr3icyK3aWo,MELHOR XIAOMI do ANO - Xiaomi MI 10T PRO ANÁLISE [ Review ] COMPLETA !,2020-12-23T22:00:08Z,https://www.youtube.com/watch?v=cr3icyK3aWo,6081,83508,K Tech,531
1658.UgxNi_rQP_0Rj1t7YCp4AaABAg,2020-09-25T16:16:44Z,Aline Silva dourado,Esse celular o a71 ele vale a pena comprar dura bateria,0,Gp_WtW6dg2A,"SAMSUNG GALAXY A71 | EXCELENTE, MAS TINHA QUE CUSTAR MENOS! ANÁLISE / REVIEW",2020-03-23T21:00:17Z,https://www.youtube.com/watch?v=Gp_WtW6dg2A,4480,57641,brasiliGEEKS,401
1659.UgxT6cA5FnQXnEr9JGZ4AaABAg,2020-07-13T11:47:14Z,Eliete melo Elietemelo,Gostar eu gostei sim né mas não tem como comprar não eu não tenho essa sorte aqui 4000 r$ 5000 para comprar um desse não,0,uwlW-aTc5j4,MOTOROLA EDGE+! O MELHOR MOTOROLA JA FEITO! Mas tem um ERRO GRAVE! Unboxing,2020-07-02T11:59:43Z,https://www.youtube.com/watch?v=uwlW-aTc5j4,11290,117110,Dudu Rocha,835
1660.UgyWZypX3c5f_qfYUgZ4AaABAg,2020-11-22T14:33:15Z,just love,soyBoy,1,vOVz5rPk2vU,GALAXY NOTE 10 e GALAXY NOTE 10 PLUS!,2019-08-07T23:00:51Z,https://www.youtube.com/watch?v=vOVz5rPk2vU,196838,2130935,Coisa de Nerd,5604
1661.Ugw5qoi69ieNszCo7W54AaABAg,2020-09-12T01:19:05Z,DTIKTOK OFICE,Gostaria de saber para jogos qual vc indicaria galaxy A71 ou redmi note 9s 6gb 128?,0,f0HlKgYGg5A,Samsung Galaxy A71 é bom em jogos? Roda Liso?,2020-06-16T22:50:10Z,https://www.youtube.com/watch?v=f0HlKgYGg5A,11444,99131,Oficina da Net,726
1662.Ugz0bm1Arc1pgycVsQp4AaABAg,2020-07-22T05:09:24Z,Eric Viudos,"Essa marca não merecia nem aparecer neste canal de respeito. Marca pífia. Nada, literalmente nada desta marca presta. Agora ter a audácia de querer lançar smartphones pífios. kkkk... ""Tem coisas que só a Philco NÃO faz por você"".",0,sO4eFoLQr7g,"Philco Hit Plus: poucas mudanças, mas importantes [Unboxing/Hands-on]",2020-07-21T17:00:12Z,https://www.youtube.com/watch?v=sO4eFoLQr7g,9728,85926,Canaltech,287
1663.UgxCpCfDzyW3C2baG1l4AaABAg,2020-11-03T21:23:42Z,thiago almeida,Cara vc emagreceu de mais ;Parabéns 👏👏👏,0,q0h8ynH-9FM,"TUDO sobre os iPhone 12, Mini, Pro e Pro Max | O QUE MUDOU?",2020-10-14T01:00:04Z,https://www.youtube.com/watch?v=q0h8ynH-9FM,51187,793848,Canaltech,2289
1664.Ugyfvh8WEAZFOU4mjXR4AaABAg,2020-10-01T00:52:25Z,Robson Sampaio,Na loja fisic ele esta somente 5k KKKKKKKKKKKK,1,oCUG1tGwhO0,"GALAXY NOTE 10 LITE | Agora que o PREÇO DESPENCOU, VALE A PENA!",2020-06-26T23:00:14Z,https://www.youtube.com/watch?v=oCUG1tGwhO0,5214,99604,brasiliGEEKS,775
1665.UgzCkD8J3bUbdgOfbkV4AaABAg,2020-07-14T03:56:02Z,Moises Eduardo,Vou pegar o meu quarta,0,77Xi8ZGhclY,XIAOMI REDMI NOTE 9S vale a pena? Tá custo benefício? // análise completa!,2020-06-13T13:30:00Z,https://www.youtube.com/watch?v=77Xi8ZGhclY,10442,156251,EscolhaSegura,926
1666.Ugy82_Fu4l4i3o_dGFt4AaABAg,2020-08-30T20:10:47Z,Elias Intruder,"Pedro, alegrando meu domingo!",21,vRuOOM8S3co,"Mi 10 Lite 5G: ""lite"" é apenas força de expressão [UNBOXING/HANDS-ON]",2020-08-30T19:45:01Z,https://www.youtube.com/watch?v=vRuOOM8S3co,6312,70027,Canaltech,218
1667.Ugwa-0RWn8MGIzWLfHd4AaABAg,2021-01-27T02:51:22Z,trostizin,Pessoas que defendem o a10;;Compra xiaomi;;;Usuário de a10 aqui kk,2,H_k3MRxVk7A,"Galaxy A10s, A20s, A30s, A51 e A71 [Comparativo]",2020-06-19T16:00:07Z,https://www.youtube.com/watch?v=H_k3MRxVk7A,28268,462534,Canaltech,1886
1668.UgxNCqGIJjH9I3WiXdF4AaABAg,2021-07-07T22:21:14Z,Carlos Eduardo,E o leilão nem rolou se não me engano kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,RtUdGZlZeVA,"Motorola Edge+, o MELHOR SMARTPHONE de 2020 até agora [Análise/Review]",2020-08-03T17:00:07Z,https://www.youtube.com/watch?v=RtUdGZlZeVA,23350,263371,Canaltech,732
1669.Ugyq1mNRAlyM6WS1WSt4AaABAg,2020-12-05T04:34:59Z,SG MITO,Sonho me que vai ver difícil,0,TdALKXTVZRU,ROG PHONE 3: UNBOXING DO SMARTPHONE MAIS PODEROSO DE 2020!,2020-07-22T15:30:08Z,https://www.youtube.com/watch?v=TdALKXTVZRU,62254,942191,Loop Infinito,2266
1670.UgwdHWMMbzDxFEn88o54AaABAg,2020-11-04T20:19:50Z,Zackmine ifunner milgrau,Na vdd tem os celulares da ulefone com até 13000 mah pelo oq eu me lembre,0,_E20px4ibD4,"Galaxy M51, a SAMSUNG realmente lançou um MONSTRO! Maior BATERIA em um SMARTPHONE",2020-09-02T14:30:05Z,https://www.youtube.com/watch?v=_E20px4ibD4,21676,199616,Gesiel Taveira,1482
1671.Ugy2C9offLTa5C98deB4AaABAg,2020-10-29T21:16:45Z,Sam,Vale Muito mais um celular com IR do que com NFC que só serve basicamente para pagamentos sendo que hoje em dia tem cartão por aproximação....,1,AmF9XRmeQPA,XIAOMI REDMI 9 vale a pena? É O CUSTO BENEFÍCIO DE 2020?,2020-08-18T21:43:33Z,https://www.youtube.com/watch?v=AmF9XRmeQPA,8429,135881,EscolhaSegura,859
1672.Ugwuqv02T9rEyt0D5op4AaABAg,2020-09-15T15:20:00Z,Wesley Coelho,Tenho uma note 10 Plus que quebrou a tela ai não consegui  arrumar comprei  um a51 teria como eu usar alguma peça  do note para turbina  o meu a51?,0,SxUJmZXlE-o,Galaxy Note 10+ (o melhor Samsung de 2019) [Análise/Review],2019-09-12T15:00:05Z,https://www.youtube.com/watch?v=SxUJmZXlE-o,19726,385632,Canaltech,537
1673.UgzaNbBX0lU9xilRsTZ4AaABAg,2020-05-26T05:10:55Z,Caio Caram,Note 10 ou s10 plus?,2,s7O59W3Zr_k,GALAXY NOTE 10: TOP de linha COM S PEN que CABE NO BOLSO (literalmente) | ANÁLISE / REVIEW,2019-09-14T02:01:53Z,https://www.youtube.com/watch?v=s7O59W3Zr_k,10929,352203,TudoCelular,624
1674.Ugw8-JuwLYV5NOJu_zR4AaABAg,2021-06-23T22:38:42Z,Rondel Silva,Vou galha um desses da minha vó,0,zCRDEorurB0,"LG K22 / K22+ | MUITO BARATO, mas VALE A PENA COMPRAR?",2021-01-21T21:44:55Z,https://www.youtube.com/watch?v=zCRDEorurB0,5214,120172,brasiliGEEKS,724
1675.UgygRQAvfWmmVRjwS714AaABAg,2020-10-19T03:33:01Z,3ggre FF,AONDE VC ACHOU ESSE PAPEL DE PAREDE?,1,3RUa12gYXek,A MELHOR ESCOLHA ! XIAOMI REDMI NOTE 9s ANÁLISE [ Review ] COMPLETA !,2020-06-10T22:00:00Z,https://www.youtube.com/watch?v=3RUa12gYXek,17706,227947,K Tech,1234
1676.UgzBUa_w7NX_Ky8Aolx4AaABAg,2021-06-02T12:00:13Z,Lucas Machado,O Instagram neste telefone sobe foto nos stories com qualidade de iPhone ou embaçada como qualquer Android?,1,KOitq-ctZCk,O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,2021-05-26T13:30:03Z,https://www.youtube.com/watch?v=KOitq-ctZCk,4058,50270,Be!Tech,555
1677.Ugx_7jIZe2MM_TUixKh4AaABAg,2020-12-11T13:30:18Z,Cortes Premium,Esse bicho é caro de pau,0,ZE3529_PFfs,iPhone 12 em mãos!! Qual minha OPINIÃO SINCERA?? // Unboxing e Impressões!,2020-11-18T21:44:08Z,https://www.youtube.com/watch?v=ZE3529_PFfs,7374,98830,EscolhaSegura,628
